date,employee_title,location,employee_status,outlook,recommend,approve_ceo,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Fri Jun 07 2019 11:46:36 GMT-0700 (Pacific Daylight Time),Analyst,"Skillman, NJ",Former Employee,Neutral,Recommends,,"Great place to work, just put in the effort and be willing to learn",1,,,,,5.0,4.0,5.0,5.0,5.0,4.0
Mon Jun 17 2019 11:59:59 GMT-0700 (Pacific Daylight Time),Member of Technical Staff,,Former Employee,Neutral,Recommends,,Good if you like that sort of culture,1,1,,,,3.0,5.0,3.0,3.0,4.0,4.0
Thu May 30 2019 17:21:41 GMT-0700 (Pacific Daylight Time),Event Planning Manager,"New York, NY",Current Employee,Neutral,Recommends,,Amazing company that really cares about it's employees,3,,,,,5.0,5.0,5.0,3.0,4.0,4.0
Wed May 29 2019 14:55:14 GMT-0700 (Pacific Daylight Time),Advanced Specialist,"New York, NY",Former Employee,Neutral,Recommends,,Great entry level job,1,,,,,5.0,5.0,4.0,5.0,3.0,3.0
Sun May 26 2019 07:37:45 GMT-0700 (Pacific Daylight Time),Team Leader,"New York, NY",Current Employee,Neutral,Recommends,,Excellent post college employer,3,,,,,5.0,5.0,5.0,4.0,4.0,5.0
Sun May 12 2019 05:53:43 GMT-0700 (Pacific Daylight Time),Customer Support,"New York, NY",Current Employee,Neutral,Recommends,,So many positives. But don't look for growth or experienced managers.,5,5,,,,4.0,4.0,5.0,1.0,4.0,1.0
Tue Jun 04 2019 16:27:34 GMT-0700 (Pacific Daylight Time),Senior Software Engineer,,Current Employee,Neutral,Recommends,,Mediocre for a tech company,1,1,,,,3.0,5.0,3.0,3.0,3.0,3.0
Tue Jun 04 2019 17:51:04 GMT-0700 (Pacific Daylight Time),Senior Software Engineer,"New York, NY",Current Employee,Positive,Doesn't Recommend,,Great for work life balance stagnant growth,1,1,,,,3.0,5.0,2.0,2.0,3.0,2.0
Sun May 19 2019 10:34:57 GMT-0700 (Pacific Daylight Time),Senior Software Engineer,"New York, NY",Current Employee,Positive,Doesn't Recommend,,Great culture and amazing people,5,1,,,,4.0,5.0,5.0,4.0,4.0,4.0
Thu May 16 2019 20:09:55 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Current Employee,Positive,Doesn't Recommend,,Great company,1,,,,,5.0,5.0,5.0,4.0,5.0,5.0
Mon Jun 17 2019 17:46:05 GMT-0700 (Pacific Daylight Time),Senior Software Engineer,"New York, NY",Current Employee,Positive,Doesn't Recommend,,An amazing place?,3,1,,,,1.0,1.0,2.0,1.0,2.0,1.0
Tue May 07 2019 18:55:47 GMT-0700 (Pacific Daylight Time),Sales Executive,"New York, NY",Former Employee,Positive,Doesn't Recommend,,Great place to work,1,,,,,5.0,5.0,5.0,5.0,5.0,5.0
Mon Jun 10 2019 10:48:45 GMT-0700 (Pacific Daylight Time),Software Engineer,"New York, NY",Current Employee,Positive,Doesn't Recommend,,Review,1,2,,,,1.0,1.0,2.0,2.0,2.0,1.0
Sat Apr 27 2019 13:02:20 GMT-0700 (Pacific Daylight Time),Operations Analyst,"New York, NY",Current Employee,Positive,Doesn't Recommend,,Great Company with some cons,5,,,,,4.0,5.0,5.0,4.0,4.0,3.0
Wed Apr 24 2019 07:27:51 GMT-0700 (Pacific Daylight Time),Anonymous Employee,"New York, NY",Current Employee,Positive,Doesn't Recommend,,A mess at the top,1,8,,,,3.0,3.0,4.0,2.0,4.0,1.0
Wed Apr 17 2019 08:05:00 GMT-0700 (Pacific Daylight Time),Senior Software Engineer,"New York, NY",Current Employee,Positive,Doesn't Recommend,,Adopt Rust as C++ successor?,1,2,,,,5.0,5.0,5.0,5.0,5.0,5.0
Fri May 24 2019 09:31:17 GMT-0700 (Pacific Daylight Time),Analytics Representative,"San Francisco, CA",Current Employee,Positive,Doesn't Recommend,,AVOID - toxic,1,6,,,,1.0,2.0,1.0,3.0,1.0,
Mon Apr 15 2019 12:37:42 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Current Employee,Positive,Recommends,,Depends on the team,3,2,,,,4.0,4.0,4.0,4.0,5.0,2.0
Wed Apr 17 2019 01:34:56 GMT-0700 (Pacific Daylight Time),Senior Project Manager,"New York, NY",Current Employee,Positive,Recommends,,Great company to grow in the FinTech industry,8,,,,,5.0,4.0,5.0,5.0,5.0,4.0
Thu Apr 25 2019 04:49:39 GMT-0700 (Pacific Daylight Time),Enterprise,,Current Employee,Positive,Recommends,,Stressful,5,5,,,,2.0,3.0,2.0,3.0,3.0,1.0
Thu Apr 04 2019 17:29:40 GMT-0700 (Pacific Daylight Time),Senior Software Engineer,"New York, NY",Current Employee,Positive,Recommends,,Overall 8.0,8,4,,,,4.0,5.0,5.0,4.0,4.0,4.0
Tue Apr 09 2019 09:37:20 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Current Employee,Positive,Recommends,,Great place to work,,1,,,,5.0,,,,,
Wed Apr 10 2019 07:46:43 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Current Employee,Positive,Recommends,,Flexible,1,,,,,5.0,,,,,
Wed Apr 10 2019 03:32:05 GMT-0700 (Pacific Daylight Time),Software Development Engineer,,Current Employee,Positive,Recommends,,Great place to work,1,,,,,4.0,4.0,4.0,4.0,5.0,4.0
Fri Apr 05 2019 18:44:13 GMT-0700 (Pacific Daylight Time),Senior Software Engineer,"New York, NY",Current Employee,Positive,Recommends,,Good company to work,8,1,,,,4.0,5.0,4.0,3.0,4.0,3.0
Tue Mar 26 2019 19:16:58 GMT-0700 (Pacific Daylight Time),Anonymous Employee,"New York, NY",Current Employee,Positive,Recommends,,Great leader for a legacy company,3,4,,,,4.0,5.0,5.0,2.0,5.0,3.0
Wed Feb 06 2019 15:19:09 GMT-0800 (Pacific Standard Time),Sales Account Manager,"New York, NY",Current Employee,Positive,Recommends,,"Best culture. work place, colleagues",3,17,,,,5.0,5.0,5.0,5.0,5.0,5.0
Mon Mar 18 2019 04:14:39 GMT-0700 (Pacific Daylight Time),Senior Software Engineer,"New York, NY",Former Employee,Positive,Recommends,,Good luck getting promoted if you don’t fit their mold,3,6,,,,4.0,4.0,4.0,2.0,4.0,3.0
Sun Apr 07 2019 16:21:27 GMT-0700 (Pacific Daylight Time),Editorial Manager,"New York, NY",Current Employee,Positive,Recommends,,"Great Benefits Outweighed by Culture of Fear, Inflexibity",1,7,,,,2.0,1.0,3.0,2.0,4.0,2.0
Fri Mar 29 2019 07:22:03 GMT-0700 (Pacific Daylight Time),Senior Software Engineer,,Current Employee,Positive,Recommends,,Good company,3,1,,,,5.0,5.0,5.0,,,
Mon Apr 01 2019 21:06:01 GMT-0700 (Pacific Daylight Time),Anonymous Employee,"New York, NY",Former Employee,Positive,Recommends,,"Great benefits, good company culture",3,,,,,4.0,3.0,4.0,4.0,5.0,3.0
Tue Apr 02 2019 14:00:43 GMT-0700 (Pacific Daylight Time),Senior Product Manager,"New York, NY",Current Employee,Positive,Recommends,,Jerk Culture,1,9,,,,2.0,2.0,1.0,1.0,5.0,3.0
Thu Apr 11 2019 09:26:23 GMT-0700 (Pacific Daylight Time),Sales Associate,"New York, NY",Former Employee,Positive,Recommends,,Competitive atmosphere,1,1,,,,3.0,4.0,2.0,3.0,3.0,2.0
Wed Apr 03 2019 20:52:12 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Former Employee,Positive,Recommends,,Overtime Expected,5,1,,,,3.0,,,,,
Fri Apr 12 2019 17:55:09 GMT-0700 (Pacific Daylight Time),Senior Software Engineer,"New York, NY",Current Employee,Positive,Recommends,,Do not make the mistake if you're a senior engineer coming from a tech company,3,9,,,,1.0,1.0,4.0,1.0,2.0,1.0
Mon Apr 15 2019 06:56:04 GMT-0700 (Pacific Daylight Time),Technical Support Representative,"New York, NY",Current Employee,Positive,Recommends,,Mistreatment of employess,3,6,,,,1.0,1.0,3.0,1.0,5.0,1.0
Fri Mar 01 2019 07:56:12 GMT-0800 (Pacific Standard Time),Anonymous Employee,"New York, NY",Current Employee,Positive,Recommends,,Great company but culture is a little weird,3,5,,,,4.0,3.0,5.0,3.0,5.0,3.0
Thu Mar 14 2019 08:47:38 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Current Employee,Positive,Recommends,,great place,1,,,,,4.0,,,,,
Mon Mar 11 2019 12:30:02 GMT-0700 (Pacific Daylight Time),Senior Software Engineer,"New York, NY",Former Employee,Positive,Recommends,,"Great company, great benefits, amazing views",1,1,,,,4.0,5.0,5.0,5.0,5.0,5.0
Tue Mar 12 2019 10:18:19 GMT-0700 (Pacific Daylight Time),Reporter,"New York, NY",Former Employee,Positive,Recommends,,great place to work,,,,,,5.0,4.0,5.0,4.0,4.0,4.0
Thu Apr 11 2019 16:36:36 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Current Employee,Positive,Recommends,,Inhumanatarian definitely NOT a great company,,5,,,,1.0,1.0,1.0,1.0,3.0,2.0
Thu Mar 14 2019 15:11:07 GMT-0700 (Pacific Daylight Time),Financial Sales and Analytics,"New York, NY",Current Employee,Positive,Recommends,,A great company but a terrible role,3,6,,,,2.0,5.0,2.0,3.0,5.0,1.0
Thu Feb 28 2019 20:15:10 GMT-0800 (Pacific Standard Time),Anonymous Employee,,Former Employee,Positive,Recommends,,Bloomy Experience,,1,,,,4.0,,,,,
Sun Mar 03 2019 05:45:30 GMT-0800 (Pacific Standard Time),Systems Reliability Engineer,"New York, NY",Current Employee,Positive,Recommends,,Systems Reliability Engineer,,7,,,,3.0,4.0,4.0,3.0,4.0,3.0
Fri Mar 01 2019 18:00:42 GMT-0800 (Pacific Standard Time),Software Engineer,"New York, NY",Current Employee,Positive,Recommends,,Great place to begin your career,3,,,,,4.0,4.0,5.0,4.0,4.0,4.0
Wed Feb 27 2019 05:21:28 GMT-0800 (Pacific Standard Time),Senior Software Engineer,,Current Employee,Positive,Recommends,,Great work life balance,,1,,,,4.0,,,,,
Sun Feb 24 2019 16:58:05 GMT-0800 (Pacific Standard Time),Software Engineer,"New York, NY",Current Employee,Positive,Recommends,,Good place to start,3,1,,,,5.0,5.0,5.0,4.0,5.0,4.0
Sun Feb 17 2019 18:53:14 GMT-0800 (Pacific Standard Time),Data Analyst,"Skillman, NJ",Current Employee,Neutral,Doesn't Recommend,,Great job for first 2 years. After that they make you want to leave,5,7,,,,3.0,,,,,
Sun Mar 17 2019 15:55:02 GMT-0700 (Pacific Daylight Time),Anonymous Employee,"New York, NY",Former Employee,Neutral,Doesn't Recommend,,Stop Letting HR Write These Reviews,5,11,,,,1.0,1.0,1.0,2.0,3.0,1.0
Mon Feb 04 2019 18:13:22 GMT-0800 (Pacific Standard Time),Analyst,"New York, NY",Current Employee,Neutral,Doesn't Recommend,,Diversity and Inclusion — What a Joke!,5,20,,,,2.0,3.0,3.0,2.0,2.0,2.0
Thu Feb 28 2019 06:05:01 GMT-0800 (Pacific Standard Time),Senior Account Manager,"San Francisco, CA",Current Employee,Neutral,Doesn't Recommend,,Strict firm but well run,5,1,,,,3.0,3.0,4.0,4.0,4.0,4.0
Mon Feb 11 2019 09:57:59 GMT-0800 (Pacific Standard Time),Senior Front End Engineer,"New York, NY",Current Employee,Neutral,Doesn't Recommend,,"Up and coming web tech, not fully there yet.",1,,,,,4.0,5.0,5.0,2.0,5.0,4.0
Tue Feb 05 2019 10:46:55 GMT-0800 (Pacific Standard Time),Anonymous Employee,,Current Employee,Neutral,Doesn't Recommend,,Great,1,1,,,,5.0,,,,,
Thu Feb 07 2019 13:56:42 GMT-0800 (Pacific Standard Time),Recruiting Coordinator,"New York, NY",Current Employee,Neutral,Doesn't Recommend,,Amazing company to work for,1,,,,,5.0,5.0,4.0,5.0,5.0,3.0
Thu Feb 07 2019 11:07:38 GMT-0800 (Pacific Standard Time),Anonymous Employee,,Former Employee,Neutral,Doesn't Recommend,,Loved this place,1,,,,,5.0,5.0,5.0,5.0,5.0,5.0
Wed Feb 20 2019 09:09:54 GMT-0800 (Pacific Standard Time),Financial Data Analyst,"Princeton, NJ",Former Employee,Neutral,Doesn't Recommend,,Stressful Work Environment,1,1,,,,2.0,3.0,1.0,2.0,3.0,1.0
Wed Feb 06 2019 08:22:54 GMT-0800 (Pacific Standard Time),Software Developer,"New York, NY",Former Employee,Neutral,Doesn't Recommend,,Company review,1,,,,,4.0,4.0,4.0,3.0,5.0,3.0
Wed Feb 06 2019 08:22:54 GMT-0800 (Pacific Standard Time),Software Developer,"New York, NY",Former Employee,Negative,Recommends,,Company review,1,,,,,4.0,4.0,4.0,3.0,5.0,3.0
Tue Feb 05 2019 09:48:03 GMT-0800 (Pacific Standard Time),Analytics Representative,"New York, NY",Former Employee,Negative,Recommends,,Great first work experience,3,,,,,5.0,5.0,5.0,4.0,4.0,5.0
Fri Feb 01 2019 15:05:33 GMT-0800 (Pacific Standard Time),Anonymous Employee,"New York, NY",Current Employee,Negative,Recommends,,Great place to work,,1,,,,4.0,2.0,5.0,3.0,5.0,3.0
Mon Feb 11 2019 06:14:36 GMT-0800 (Pacific Standard Time),Software Engineer,"New York, NY",Current Employee,Negative,Recommends,,Okay if interested in product,1,,,,,3.0,5.0,5.0,3.0,5.0,3.0
Tue Feb 05 2019 17:48:23 GMT-0800 (Pacific Standard Time),Anonymous Employee,"New York, NY",Former Employee,Negative,Recommends,,Decent,3,4,,,,2.0,4.0,3.0,3.0,3.0,2.0
Fri Jan 25 2019 06:35:54 GMT-0800 (Pacific Standard Time),Financial Sales and Analytics,"New York, NY",Former Employee,Negative,Recommends,,Wonderful place to work - depending on your manager,1,,,,,4.0,5.0,5.0,4.0,5.0,2.0
Fri Feb 22 2019 11:35:17 GMT-0800 (Pacific Standard Time),Anonymous Employee,,Current Employee,Negative,Recommends,,Just Another Meatsicle,,10,,,,1.0,,,,,
Sun Feb 03 2019 07:37:29 GMT-0800 (Pacific Standard Time),Anonymous Employee,"New York, NY",Current Employee,Negative,Recommends,,Great company but needs better lower/middle tier leadership,3,1,,,,3.0,1.0,5.0,2.0,4.0,4.0
Sun Jan 20 2019 16:15:55 GMT-0800 (Pacific Standard Time),Software Engineer (internship),"New York, NY",Former Employee,Negative,Recommends,,Great Company!,1,,,,,4.0,,,,,
Sat Jan 26 2019 19:46:24 GMT-0800 (Pacific Standard Time),Editor,"New York, NY",Current Employee,Negative,Recommends,,Good place to start or end your career,5,6,,,,2.0,2.0,1.0,3.0,3.0,2.0
Wed Jan 16 2019 22:15:09 GMT-0800 (Pacific Standard Time),Software,,Current Employee,Positive,Recommends,,Great,1,,,,,5.0,5.0,5.0,5.0,5.0,5.0
Thu Jan 17 2019 01:37:15 GMT-0800 (Pacific Standard Time),Technical Operations,,Current Employee,Positive,Recommends,,A great place with rich company culture,1,,,,,4.0,4.0,4.0,3.0,3.0,3.0
Fri Jan 11 2019 19:00:37 GMT-0800 (Pacific Standard Time),Anonymous Employee,,Former Employee,Positive,Recommends,,"Great company, poor compensation",,1,,,,4.0,3.0,5.0,3.0,3.0,5.0
Mon Jan 14 2019 11:23:36 GMT-0800 (Pacific Standard Time),Data Center Engineer,,Current Employee,Positive,Recommends,,Great Company,,,,,,5.0,,,,,
Mon Jan 14 2019 13:50:01 GMT-0800 (Pacific Standard Time),Software Engineer,,Current Employee,Positive,Recommends,,Its a great company,,,,,,5.0,,,,,
Mon Jan 14 2019 09:05:33 GMT-0800 (Pacific Standard Time),Anonymous Employee,,Current Employee,Positive,Recommends,,pretty good work life balance,,,,,,4.0,,,,,
Sun Jan 13 2019 10:55:22 GMT-0800 (Pacific Standard Time),Anonymous Employee,"New York, NY",Current Employee,Positive,Recommends,,account manager,3,,,,,5.0,5.0,5.0,5.0,5.0,5.0
Mon Jan 07 2019 18:35:08 GMT-0800 (Pacific Standard Time),Anonymous Employee,,Former Employee,Positive,Recommends,,Great company to work for,5,,,,,5.0,2.0,5.0,5.0,5.0,4.0
Sun Jan 06 2019 18:23:38 GMT-0800 (Pacific Standard Time),Anonymous Employee,"New York, NY",Former Employee,Positive,Recommends,,A company with a definite impact on the financial market and the world,3,,,,,5.0,2.0,5.0,3.0,5.0,3.0
Fri Feb 08 2019 04:47:04 GMT-0800 (Pacific Standard Time),Broadcast Operator,"New York, NY",Current Employee,Positive,Recommends,,No Raises in Media Department,3,6,,,,1.0,5.0,3.0,2.0,4.0,2.0
Sun Jan 06 2019 16:08:23 GMT-0800 (Pacific Standard Time),Anonymous Employee,,Current Employee,Positive,Recommends,,"overall, good place",8,,,,,4.0,5.0,5.0,4.0,5.0,3.0
Mon Jan 07 2019 11:33:59 GMT-0800 (Pacific Standard Time),Anonymous Employee,,Current Employee,Positive,Recommends,,Bloomberg review,,,,,,4.0,5.0,5.0,5.0,4.0,4.0
Mon Dec 31 2018 20:16:28 GMT-0800 (Pacific Standard Time),Anonymous Employee,,Former Employee,Positive,Recommends,,Software Engineer,,2,,,,4.0,5.0,3.0,4.0,3.0,2.0
Sat Jan 05 2019 18:24:33 GMT-0800 (Pacific Standard Time),Engineering Recruiter,"New York, NY",Current Employee,Positive,Recommends,,Engineering Recruiter,1,7,,,,3.0,4.0,2.0,3.0,3.0,5.0
Sat Jan 05 2019 19:20:37 GMT-0800 (Pacific Standard Time),Anonymous Employee,,Current Employee,Positive,Recommends,,Good company to work for; very proud,,,,,,4.0,4.0,5.0,4.0,3.0,5.0
Tue Jan 01 2019 20:59:02 GMT-0800 (Pacific Standard Time),Anonymous Employee,"New York, NY",Former Employee,Positive,Recommends,,Great Company to Work For,1,,,,,5.0,5.0,5.0,4.0,5.0,5.0
Sun Dec 30 2018 04:56:54 GMT-0800 (Pacific Standard Time),Anonymous Employee,"New York, NY",Former Employee,Positive,Recommends,,Global Customer Support/Tech Ops,3,8,,,,3.0,3.0,2.0,2.0,3.0,2.0
Mon Jan 14 2019 18:56:08 GMT-0800 (Pacific Standard Time),Anonymous Employee,,Former Employee,Positive,Recommends,,Good opportunity out of college,,,,,,3.0,,,,,
Tue Dec 25 2018 07:35:51 GMT-0800 (Pacific Standard Time),Anonymous Employee,,Current Employee,Positive,Recommends,,Software Engineer,,,,,,4.0,,,,,
Sun Dec 23 2018 15:26:33 GMT-0800 (Pacific Standard Time),Anonymous Employee,"New York, NY",Current Employee,Positive,Recommends,,Great Place to work,8,,,,,5.0,5.0,5.0,4.0,4.0,4.0
Mon Dec 24 2018 07:54:29 GMT-0800 (Pacific Standard Time),Anonymous Employee,"New York, NY",Current Employee,Positive,Recommends,,No other company like it,1,,,,,5.0,5.0,5.0,5.0,5.0,5.0
Tue Jan 22 2019 18:45:07 GMT-0800 (Pacific Standard Time),Analyst,"Skillman, NJ",Former Employee,Positive,Recommends,,Don't Take Offer,1,5,,,,1.0,5.0,4.0,2.0,3.0,2.0
Sat Dec 15 2018 09:57:23 GMT-0800 (Pacific Standard Time),Anonymous Employee,"New York, NY",Current Employee,Positive,Recommends,,UX,1,1,,,,5.0,3.0,,,,
Wed Oct 10 2018 15:19:08 GMT-0700 (Pacific Daylight Time),Global Data Analyst,"Princeton, NJ",Current Employee,Positive,Recommends,,Amazing company curtailed by poor lower management (Global Data),5,25,,,,4.0,5.0,5.0,2.0,4.0,5.0
Wed Dec 12 2018 21:13:08 GMT-0800 (Pacific Standard Time),Anonymous Employee,"New York, NY",Current Employee,Positive,Recommends,,Software Developer,3,,,,,5.0,5.0,5.0,5.0,5.0,5.0
Wed Dec 26 2018 17:16:40 GMT-0800 (Pacific Standard Time),Anonymous Employee,,Current Employee,Positive,Recommends,,Coordinator,,,,,,3.0,,,,,
Wed Dec 05 2018 16:07:15 GMT-0800 (Pacific Standard Time),Anonymous Employee,,Current Employee,Positive,Recommends,,A Great Company to Work For,,1,,,,5.0,5.0,5.0,5.0,5.0,4.0
Tue Dec 11 2018 18:14:18 GMT-0800 (Pacific Standard Time),Anonymous Employee,"New York, NY",Former Employee,Positive,Recommends,,It was good but the place has changed,5,2,,,,3.0,2.0,2.0,3.0,5.0,2.0
Tue Nov 27 2018 09:43:25 GMT-0800 (Pacific Standard Time),Anonymous Employee,,Current Employee,Positive,Recommends,,Very weird culture,,9,,,,3.0,3.0,2.0,2.0,4.0,1.0
Wed Nov 28 2018 13:10:39 GMT-0800 (Pacific Standard Time),Anonymous Employee,,Current Employee,Positive,Recommends,,Intern for the global markets data analysis,,1,,,,4.0,,,,,
Fri Nov 02 2018 22:50:51 GMT-0700 (Pacific Daylight Time),Global Data Analyst,,Former Employee,Positive,Doesn't Recommend,,Global Data Analyst,1,10,,,,4.0,5.0,5.0,3.0,3.0,5.0
Thu Nov 15 2018 20:58:17 GMT-0800 (Pacific Standard Time),Reporter,"New York, NY",Current Employee,Positive,Doesn't Recommend,,Great place to work,5,2,,,,5.0,4.0,5.0,5.0,5.0,5.0
Wed Oct 31 2018 11:52:01 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Current Employee,Positive,Doesn't Recommend,,"Bloomberg Intelligence: Great team, great product (but not for sheep)",,6,,,,4.0,5.0,5.0,4.0,4.0,4.0
Sun Nov 25 2018 06:43:13 GMT-0800 (Pacific Standard Time),Sales Representative,"New York, NY",Current Employee,Positive,Doesn't Recommend,,Company in a transition - all likelihood downhill,1,2,,,,3.0,3.0,3.0,2.0,3.0,2.0
Wed Nov 14 2018 10:59:49 GMT-0800 (Pacific Standard Time),Anonymous Employee,,Former Employee,Positive,Doesn't Recommend,,temporary employee,,,,,,5.0,,,,,
Tue Nov 27 2018 11:41:31 GMT-0800 (Pacific Standard Time),Programmer Analyst,"New York, NY",Former Employee,Positive,Doesn't Recommend,,Sales & Analytics,1,,,,,3.0,4.0,3.0,3.0,5.0,4.0
Thu Nov 08 2018 23:08:30 GMT-0800 (Pacific Standard Time),Anonymous Employee,,Current Employee,Positive,Doesn't Recommend,,Great experience so far,,1,,,,4.0,5.0,5.0,4.0,4.0,5.0
Sat Nov 10 2018 22:02:03 GMT-0800 (Pacific Standard Time),Data Analyst,"Princeton, NJ",Current Employee,Positive,Doesn't Recommend,,Data analyst,8,7,,,,3.0,2.0,2.0,2.0,3.0,2.0
Thu Nov 08 2018 17:59:59 GMT-0800 (Pacific Standard Time),Anonymous Employee,,Current Employee,Positive,Doesn't Recommend,,Off-cycle intern,,,,,,4.0,,,,,
Thu Dec 06 2018 17:19:19 GMT-0800 (Pacific Standard Time),Reporter,,Former Employee,Positive,Doesn't Recommend,,women beware..,1,11,,,,1.0,1.0,1.0,1.0,3.0,2.0
Wed Oct 31 2018 17:02:30 GMT-0700 (Pacific Daylight Time),Software Engineer,"New York, NY",Current Employee,Negative,Doesn't Recommend,,Solid Engineering Gig Getting Better Every Year,,1,,,,4.0,,,,,
Wed Oct 24 2018 20:48:10 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Current Employee,Negative,Doesn't Recommend,,Software Engineer,,2,,,,5.0,,,,,
Tue Oct 30 2018 03:43:22 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Former Employee,Negative,Doesn't Recommend,,Low Level Employee in sector 7G,,9,,,,2.0,2.0,1.0,1.0,4.0,2.0
Wed Nov 07 2018 15:22:34 GMT-0800 (Pacific Standard Time),Anonymous Employee,,Current Employee,Negative,Doesn't Recommend,,Good Company To Work For,,1,,,,3.0,5.0,4.0,3.0,5.0,3.0
Mon Oct 01 2018 15:47:40 GMT-0700 (Pacific Daylight Time),Global Data Analyst,"Princeton, NJ",Former Employee,Negative,Doesn't Recommend,,Global Data Analyst - Princeton,1,18,,,,3.0,4.0,4.0,3.0,4.0,2.0
Mon Oct 22 2018 21:25:32 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Former Employee,Negative,Doesn't Recommend,,Good place to work,,,,,,4.0,,,,,
Mon Oct 22 2018 11:48:42 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Former Employee,Negative,Doesn't Recommend,,Bloomberg,,,,,,5.0,5.0,5.0,5.0,5.0,5.0
Thu Oct 18 2018 12:10:59 GMT-0700 (Pacific Daylight Time),Analyst,"New York, NY",Current Employee,Negative,Doesn't Recommend,,Great learning environment.,1,1,,,,5.0,5.0,5.0,3.0,5.0,5.0
Mon Oct 22 2018 10:43:35 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Current Employee,Negative,Doesn't Recommend,,Good,,,,,,4.0,4.0,4.0,4.0,4.0,3.0
Sun Oct 21 2018 08:46:42 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Former Employee,Negative,Doesn't Recommend,,Financial Product,,,,,,5.0,,,,,
Mon Oct 15 2018 18:49:03 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Former Employee,Positive,Recommends,,great company,,1,,,,5.0,5.0,5.0,5.0,5.0,5.0
Tue Oct 16 2018 08:15:00 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Current Employee,Positive,Recommends,,Just joined,,,,,,5.0,,,,,
Wed Oct 10 2018 16:06:37 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Former Employee,Positive,Recommends,,Good Experience,,1,,,,4.0,4.0,5.0,3.0,3.0,4.0
