date,employee_title,location,employee_status,outlook,recommend,approve_ceo,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Thu May 30 2019 16:07:59 GMT-0700 (Pacific Daylight Time),Sales Manager,"Burnsville, MN",Current Employee,Neutral,Recommends,,Great company,5,,,,,5.0,3.0,5.0,5.0,5.0,5.0
Fri May 31 2019 12:27:03 GMT-0700 (Pacific Daylight Time),Supply Planning,"San Diego, CA",Former Employee,Neutral,Recommends,,"A good place to work, but be prepared to work hard",3,,,,,4.0,2.0,3.0,4.0,4.0,4.0
Wed Jun 12 2019 19:17:18 GMT-0700 (Pacific Daylight Time),Warehouse Associate,"Nashville, TN",Former Employee,Neutral,Recommends,,Not what I imagined,1,1,,,,2.0,1.0,2.0,1.0,5.0,1.0
Wed May 29 2019 20:33:55 GMT-0700 (Pacific Daylight Time),Head Cashier,,Former Employee,Neutral,Recommends,,Great company,,,,,,4.0,4.0,3.0,3.0,,
Thu May 30 2019 07:49:07 GMT-0700 (Pacific Daylight Time),Senior Finance Associate,"Winston-Salem, NC",Current Employee,Neutral,Recommends,,Good company to work for,3,,,,,4.0,5.0,4.0,2.0,5.0,4.0
Thu May 30 2019 11:12:40 GMT-0700 (Pacific Daylight Time),Store Manager,"Alberta, AL",Current Employee,Neutral,Recommends,,Good gompany to work for,1,,,,,4.0,3.0,5.0,2.0,4.0,3.0
Tue Jun 11 2019 14:13:20 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Current Employee,Neutral,Recommends,,Change is Constant,,1,,,,3.0,3.0,1.0,3.0,3.0,1.0
Wed May 29 2019 02:47:26 GMT-0700 (Pacific Daylight Time),QA Technician,"Columbia, MO",Current Employee,Positive,Recommends,,PepsiCo,1,,,,,5.0,5.0,5.0,5.0,5.0,5.0
Tue May 28 2019 06:32:03 GMT-0700 (Pacific Daylight Time),Associate Human Resources Manager,"White Plains, NY",Current Employee,Positive,Recommends,,Overall Great Company with work life balance,8,,,,,4.0,4.0,5.0,3.0,4.0,5.0
Sun Jun 09 2019 13:52:18 GMT-0700 (Pacific Daylight Time),Warehouse Worker,"Tampa, FL",Current Employee,Positive,Recommends,,Dissatisfied,3,1,,,,2.0,1.0,1.0,1.0,4.0,1.0
Thu May 23 2019 16:05:22 GMT-0700 (Pacific Daylight Time),Administrative Assistant,"Texarkana, TX",Current Employee,Positive,Recommends,,Great place to work,5,,,,,4.0,5.0,5.0,5.0,4.0,4.0
Tue May 21 2019 21:23:46 GMT-0700 (Pacific Daylight Time),Picker,"Chicago, IL",Current Employee,Positive,Recommends,,Great,1,,,,,5.0,5.0,5.0,5.0,5.0,5.0
Wed Jun 05 2019 06:02:22 GMT-0700 (Pacific Daylight Time),IT Specialist,,Former Employee,Positive,Recommends,,PEpsiCO IT,,,,,,3.0,,,,,
Mon Jun 03 2019 19:56:25 GMT-0700 (Pacific Daylight Time),Senior Business Analyst,"Purchase, NY",Current Employee,Positive,Recommends,,Great Company - Bad Leadership,8,,,,,3.0,5.0,5.0,3.0,4.0,1.0
Sun May 19 2019 17:56:52 GMT-0700 (Pacific Daylight Time),Geo Driver,,Current Employee,Positive,Recommends,,Geo driver,,,,,,4.0,,,,,
Mon May 20 2019 09:31:19 GMT-0700 (Pacific Daylight Time),Microbiologist,,Current Employee,Positive,Recommends,,Great working Enviroment,3,,,,,4.0,,,,,
Mon Jun 03 2019 08:53:27 GMT-0700 (Pacific Daylight Time),Associate Analyst,,Current Employee,Positive,Recommends,,"An okay company that for employees is going the wrong direction, good for shareholders though",,,,,,3.0,5.0,4.0,3.0,3.0,3.0
Sat Jun 01 2019 09:52:40 GMT-0700 (Pacific Daylight Time),EHS Resource,,Current Employee,Positive,Recommends,,"Good Company, but plays favorites",3,,,,,3.0,3.0,2.0,5.0,4.0,2.0
Thu May 16 2019 22:38:30 GMT-0700 (Pacific Daylight Time),Manager,,Former Employee,Positive,Recommends,,great culture,1,,,,,5.0,,,,,
Thu May 30 2019 16:59:56 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Former Employee,Positive,Recommends,,PepsiCo,,,,,,2.0,4.0,2.0,1.0,2.0,2.0
Fri May 31 2019 13:21:58 GMT-0700 (Pacific Daylight Time),Sales Operations Associate,"New York, NY",Former Employee,Positive,Recommends,,Sales analyst associate associate associate,3,,,,,2.0,,,,,
Thu May 30 2019 00:02:25 GMT-0700 (Pacific Daylight Time),Business Analyst,,Current Employee,Positive,Recommends,,Great company,3,,,,,3.0,3.0,3.0,5.0,4.0,4.0
Tue May 14 2019 18:02:24 GMT-0700 (Pacific Daylight Time),Sales Associate,"Miami, FL",Former Employee,Positive,Recommends,,Sales,5,,,,,5.0,2.0,4.0,5.0,5.0,4.0
Mon May 13 2019 21:21:51 GMT-0700 (Pacific Daylight Time),Warehouse Person,"Albuquerque, NM",Former Employee,Positive,Recommends,,"Great supervisor, hard work",1,,,,,5.0,3.0,5.0,5.0,4.0,5.0
Tue Jun 18 2019 10:12:07 GMT-0700 (Pacific Daylight Time),Executive,,Current Employee,Positive,Recommends,,Goodbye American Workers,1,1,,,,1.0,3.0,2.0,1.0,3.0,1.0
Sun May 12 2019 12:21:56 GMT-0700 (Pacific Daylight Time),Assistant Analyst,"New York, NY",Current Employee,Positive,Recommends,,Good company; Great experience,1,,,,,5.0,5.0,5.0,4.0,4.0,4.0
Tue May 21 2019 18:24:35 GMT-0700 (Pacific Daylight Time),Reset Specialist/Sales Relief,"Las Vegas, NV",Current Employee,Positive,Recommends,,The Ups and Downs,1,2,,,,3.0,3.0,3.0,3.0,4.0,2.0
Sun Jun 16 2019 13:23:23 GMT-0700 (Pacific Daylight Time),Customer Service,"Winston-Salem, NC",Current Employee,Negative,Doesn't Recommend,,Stay away! the management is horrible,5,,,,,1.0,1.0,1.0,1.0,3.0,1.0
Sat May 25 2019 18:35:28 GMT-0700 (Pacific Daylight Time),Merchandising Manager,,Former Employee,Negative,Doesn't Recommend,,Worst job I've ever had,1,,,,,2.0,2.0,2.0,2.0,3.0,3.0
Sat Jun 15 2019 03:47:25 GMT-0700 (Pacific Daylight Time),Warehouse Supervisor,"Wichita, KS",Current Employee,Negative,Doesn't Recommend,,"Great pay, bad job",8,1,,,,1.0,1.0,3.0,3.0,4.0,3.0
Fri May 10 2019 07:36:26 GMT-0700 (Pacific Daylight Time),Machine Operator,"Fayetteville, TN",Current Employee,Negative,Doesn't Recommend,,Cool,1,,,,,4.0,1.0,4.0,2.0,4.0,1.0
Thu May 23 2019 00:47:25 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Current Employee,Negative,Doesn't Recommend,,Title,,,,,,3.0,4.0,4.0,4.0,4.0,4.0
Wed May 08 2019 02:47:58 GMT-0700 (Pacific Daylight Time),Senior Quality Engineer,"Cairo, IL",Former Employee,Negative,Doesn't Recommend,,perfect experience,3,,,,,5.0,,,,,
Mon May 20 2019 20:36:38 GMT-0700 (Pacific Daylight Time),Associate Principal Engineer,"Barrington, IL",Current Employee,Negative,Doesn't Recommend,,Very political company,5,,,,,3.0,4.0,2.0,3.0,2.0,1.0
Sat May 18 2019 19:49:14 GMT-0700 (Pacific Daylight Time),Computer Systems Analyst,"Chicago, IL",Current Employee,Negative,Doesn't Recommend,,Constant change,1,,,,,3.0,2.0,4.0,3.0,3.0,2.0
Thu May 16 2019 15:36:04 GMT-0700 (Pacific Daylight Time),IT Specialist,"Purchase, NY",Former Employee,Negative,Doesn't Recommend,,Not so good,1,,,,,2.0,4.0,2.0,3.0,4.0,2.0
Wed Jun 05 2019 07:37:51 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Current Employee,Negative,Doesn't Recommend,,Supply Chain Operations Leader,1,,,,,1.0,1.0,1.0,1.0,5.0,1.0
Wed May 15 2019 06:43:04 GMT-0700 (Pacific Daylight Time),Route Driver,"Wichita, KS",Former Employee,Negative,Doesn't Recommend,,Slave Labor,1,,,,,2.0,1.0,2.0,2.0,4.0,1.0
Mon May 13 2019 21:36:55 GMT-0700 (Pacific Daylight Time),Delivery Driver,,Current Employee,Negative,Doesn't Recommend,,Great Company was crappy pay,,,,,,3.0,,,,,
Mon Apr 29 2019 14:53:48 GMT-0700 (Pacific Daylight Time),Foodservice Sales Representative,,Current Employee,Negative,Doesn't Recommend,,Great place,,,,,,5.0,,,,,
Sat Apr 27 2019 02:57:03 GMT-0700 (Pacific Daylight Time),Merchandiser,"New Paltz, NY",Current Employee,Negative,Doesn't Recommend,,Good Job,5,1,,,,4.0,3.0,5.0,3.0,5.0,5.0
Tue Jun 04 2019 05:26:54 GMT-0700 (Pacific Daylight Time),Truck Driver,"Kearny, NJ",Current Employee,Negative,Doesn't Recommend,,I won’t recommend to my worst enemy,8,,,,,1.0,1.0,2.0,1.0,2.0,1.0
Mon May 13 2019 08:19:27 GMT-0700 (Pacific Daylight Time),Food Service Sales Senior Associate,"Baltimore, MD",Former Employee,Negative,Doesn't Recommend,,It was ok,5,,,,,3.0,3.0,3.0,3.0,5.0,2.0
Thu Apr 25 2019 12:44:03 GMT-0700 (Pacific Daylight Time),Senior Finance Manager,"New York, NY",Current Employee,Negative,Doesn't Recommend,,Large profitable and ever-changing company with a vast amount of opportunities and locations to work,1,1,,,,4.0,3.0,4.0,5.0,4.0,4.0
Thu May 09 2019 06:03:30 GMT-0700 (Pacific Daylight Time),Business Analyst,"Plano, TX",Current Employee,Negative,Doesn't Recommend,,Good company but major changes,1,1,,,,3.0,2.0,3.0,4.0,3.0,3.0
Fri May 10 2019 14:48:29 GMT-0700 (Pacific Daylight Time),Truck Driver,,Current Employee,Negative,Doesn't Recommend,,Not for everybody,,,,,,3.0,3.0,3.0,3.0,3.0,3.0
Tue May 07 2019 05:03:24 GMT-0700 (Pacific Daylight Time),Bulk Customer Representative,"Manchester, NH",Current Employee,Negative,Doesn't Recommend,,Emotionally and physically demanding,1,,,,,3.0,1.0,3.0,1.0,2.0,4.0
Mon May 06 2019 18:08:06 GMT-0700 (Pacific Daylight Time),Anonymous Employee,"Plano, TX",Current Employee,Neutral,Doesn't Recommend,,Better look elsewhere to build your IT career or if you don't seek management/leadership positions,8,,,,,2.0,5.0,1.0,2.0,3.0,1.0
Sat Apr 20 2019 18:43:23 GMT-0700 (Pacific Daylight Time),Account Merchandiser,,Former Employee,Neutral,Doesn't Recommend,,Good Company,,,,,,5.0,,,,,
Sun Apr 21 2019 09:29:28 GMT-0700 (Pacific Daylight Time),Director,"Chicago, IL",Former Employee,Neutral,Doesn't Recommend,,"Great company, smart people and strong brands",8,,,,,5.0,5.0,5.0,4.0,4.0,4.0
Wed Apr 17 2019 14:34:06 GMT-0700 (Pacific Daylight Time),Lead Senior Financial Analyst,"Plano, TX",Former Employee,Neutral,Doesn't Recommend,,Good Company,8,1,,,,4.0,4.0,4.0,3.0,4.0,3.0
Fri May 03 2019 21:38:37 GMT-0700 (Pacific Daylight Time),Merchandiser,"Seattle, WA",Current Employee,Neutral,Doesn't Recommend,,Merchandiser,1,,,,,2.0,1.0,2.0,1.0,4.0,1.0
Fri May 03 2019 06:00:35 GMT-0700 (Pacific Daylight Time),Sales,,Current Employee,Neutral,Doesn't Recommend,,Hard work,,,,,,2.0,2.0,3.0,2.0,2.0,2.0
Wed Apr 17 2019 11:02:06 GMT-0700 (Pacific Daylight Time),Merchandiser,"Toledo, OH",Current Employee,Neutral,Doesn't Recommend,,Merchandiser,3,,,,,5.0,2.0,5.0,3.0,5.0,4.0
Thu May 23 2019 11:44:17 GMT-0700 (Pacific Daylight Time),Reset Specialist,,Former Employee,Neutral,Doesn't Recommend,,horribly managed,1,,,,,1.0,,,,,
Tue Apr 16 2019 15:49:19 GMT-0700 (Pacific Daylight Time),Sales Representative,,Current Employee,Neutral,Doesn't Recommend,,Decent Work Place and Decent Pay,1,,,,,4.0,3.0,3.0,3.0,5.0,3.0
Mon Apr 15 2019 18:06:32 GMT-0700 (Pacific Daylight Time),Account Panager,,Former Employee,Neutral,Doesn't Recommend,,Good Company to work for,,,,,,4.0,5.0,5.0,4.0,5.0,4.0
Fri Apr 26 2019 19:46:15 GMT-0700 (Pacific Daylight Time),Intern,"Flo, TX",Current Employee,Positive,Doesn't Recommend,,It was okay,1,1,,,,3.0,3.0,3.0,3.0,3.0,3.0
Thu Apr 25 2019 09:52:14 GMT-0700 (Pacific Daylight Time),Supervisor,,Current Employee,Positive,Doesn't Recommend,,"Too much emphasis on ""new talent""...",3,3,,,,2.0,2.0,3.0,2.0,2.0,3.0
Fri Apr 26 2019 07:13:34 GMT-0700 (Pacific Daylight Time),Customer Development Assistant Representative,"Dallas, TX",Former Employee,Positive,Doesn't Recommend,,Quickly Became A Number & Not Human,3,1,,,,3.0,1.0,1.0,2.0,4.0,1.0
Sat Apr 27 2019 04:34:16 GMT-0700 (Pacific Daylight Time),Senior Finance Manager,"Cleveland, OH",Current Employee,Positive,Doesn't Recommend,,Challenging but narrow minded on remote work,1,,,,,3.0,2.0,4.0,3.0,4.0,3.0
Thu Apr 11 2019 02:30:51 GMT-0700 (Pacific Daylight Time),Warehouse Loader,,Current Employee,Positive,Doesn't Recommend,,"Great pay, long hours",,,,,,4.0,,,,,
Thu Apr 11 2019 13:01:35 GMT-0700 (Pacific Daylight Time),Human Resources Manager,,Current Employee,Positive,Doesn't Recommend,,"Great Culture, Poor Work/Life Balance",3,,,,,4.0,2.0,5.0,4.0,5.0,4.0
Tue Apr 09 2019 18:45:58 GMT-0700 (Pacific Daylight Time),Warehouse Associate,"Riverside, CA",Former Employee,Positive,Doesn't Recommend,,Great company,1,,,,,5.0,,,,,
Wed Apr 24 2019 09:23:17 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Current Employee,Positive,Doesn't Recommend,,IT Manager,1,,,,,3.0,4.0,4.0,3.0,4.0,2.0
Tue Apr 09 2019 06:23:32 GMT-0700 (Pacific Daylight Time),Merchandiser,"Highland Mills, NY",Current Employee,Positive,Doesn't Recommend,,Merchandiser,3,,,,,4.0,,,,,
Sun Apr 07 2019 18:12:23 GMT-0700 (Pacific Daylight Time),Senior Marketing Manager,"Chicago, IL",Current Employee,Positive,Doesn't Recommend,,Excellent place to grow as a marketer!,3,,,,,5.0,5.0,5.0,5.0,4.0,4.0
Tue May 14 2019 13:59:12 GMT-0700 (Pacific Daylight Time),Small Format Sales Representative,"Oklahoma City, OK",Current Employee,Neutral,Doesn't Recommend,,Pass on this job if you went to college,3,,,,,1.0,1.0,1.0,2.0,1.0,3.0
Sun Apr 07 2019 17:22:14 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Current Employee,Neutral,Doesn't Recommend,,Great company,,,,,,4.0,,,,,
Mon Apr 08 2019 04:29:36 GMT-0700 (Pacific Daylight Time),General Manager,"Kansas City, MO",Current Employee,Neutral,Doesn't Recommend,,Benefits,1,,,,,4.0,3.0,5.0,4.0,3.0,4.0
Fri Apr 19 2019 11:12:05 GMT-0700 (Pacific Daylight Time),Maintenance Supervisor,,Former Employee,Neutral,Doesn't Recommend,,Over worked for little pay,1,2,,,,2.0,1.0,2.0,4.0,1.0,2.0
Sat Apr 06 2019 10:09:59 GMT-0700 (Pacific Daylight Time),Warehouse Worker,"Phoenix, AZ",Former Employee,Neutral,Doesn't Recommend,,Good job,1,,,,,4.0,3.0,4.0,4.0,5.0,4.0
Thu May 09 2019 09:59:25 GMT-0700 (Pacific Daylight Time),District Sales Leader,"Purchase, NY",Current Employee,Neutral,Doesn't Recommend,,Toxic Culture,8,3,,,,1.0,1.0,1.0,1.0,3.0,1.0
Thu Apr 04 2019 15:57:53 GMT-0700 (Pacific Daylight Time),Driver,"San Diego, CA",Former Employee,Neutral,Doesn't Recommend,,Great for on the job learning,1,,,,,4.0,3.0,3.0,3.0,3.0,3.0
Thu Apr 04 2019 10:53:38 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Former Employee,Neutral,Doesn't Recommend,,Great Experience,,,,,,5.0,5.0,,,,
Wed Apr 17 2019 16:37:37 GMT-0700 (Pacific Daylight Time),Administrative Assistant,"White Plains, NY",Former Employee,Neutral,Doesn't Recommend,,No Job Security - Every Feb Layoff's,1,1,,,,2.0,2.0,1.0,3.0,2.0,1.0
Sat Mar 30 2019 07:53:46 GMT-0700 (Pacific Daylight Time),IT Senior Analyst,"Plano, TX",Former Employee,Neutral,Doesn't Recommend,,Overall Great Place,1,2,,,,4.0,5.0,5.0,3.0,4.0,2.0
Tue Apr 02 2019 19:46:14 GMT-0700 (Pacific Daylight Time),Anonymous Employee,"Buena Park, CA",Former Employee,Positive,Recommends,,great place to work,8,,,,,5.0,5.0,5.0,5.0,5.0,5.0
Wed Apr 17 2019 04:03:17 GMT-0700 (Pacific Daylight Time),Merchandiser,"Cranston, RI",Current Employee,Positive,Recommends,,Pepsi Merchandiser,1,,,,,3.0,2.0,2.0,2.0,2.0,1.0
Wed Apr 17 2019 10:51:18 GMT-0700 (Pacific Daylight Time),Senior Analyst,,Current Employee,Positive,Recommends,,Okay place to work,,,,,,3.0,,,,,
Tue Apr 16 2019 22:50:04 GMT-0700 (Pacific Daylight Time),Route Sales,"Detroit, MI",Former Employee,Positive,Recommends,,Poor management,8,,,,,2.0,1.0,1.0,1.0,3.0,1.0
Wed Apr 17 2019 07:51:43 GMT-0700 (Pacific Daylight Time),Project Manager,"Chicago, IL",Current Employee,Positive,Recommends,,No IT career path,1,,,,,2.0,4.0,1.0,1.0,4.0,2.0
Tue Apr 16 2019 13:34:47 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Former Employee,Positive,Recommends,,Corporate - Ups and Downs,3,,,,,3.0,3.0,3.0,4.0,3.0,2.0
Sun May 05 2019 20:09:56 GMT-0700 (Pacific Daylight Time),Merchandiser,"San Diego, CA",Former Employee,Positive,Recommends,,Good up until the last 2 months. Now very disappointed,1,,,,,1.0,4.0,2.0,1.0,3.0,2.0
Sat Mar 30 2019 17:03:32 GMT-0700 (Pacific Daylight Time),Administrative Assistant,"White Plains, NY",Former Employee,Positive,Recommends,,Great Place to Work,1,,,,,4.0,4.0,4.0,4.0,4.0,
Fri Apr 12 2019 20:59:20 GMT-0700 (Pacific Daylight Time),Senior Marketing Manager,"New York, NY",Former Employee,Positive,Recommends,,PepsiCo Review,3,,,,,3.0,4.0,2.0,3.0,2.0,3.0
Fri Mar 29 2019 10:50:21 GMT-0700 (Pacific Daylight Time),Operations Resource,,Current Employee,Positive,Recommends,,Unstable but Fair,3,,,,,4.0,,,,,
Thu Apr 11 2019 09:41:46 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Former Employee,Negative,Recommends,,Every year,1,,,,,3.0,5.0,3.0,4.0,3.0,4.0
Wed Mar 27 2019 09:13:20 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Current Employee,Negative,Recommends,,Love it,1,,,,,5.0,,,,,
Thu May 02 2019 12:06:05 GMT-0700 (Pacific Daylight Time),Customer Supply Chain Manager,"Chicago, IL",Current Employee,Negative,Recommends,,Insecure and incompetent leadership in a business that is suffering.,,,,,,1.0,4.0,2.0,2.0,3.0,1.0
Wed Apr 10 2019 15:30:14 GMT-0700 (Pacific Daylight Time),Sales Management Associate,,Former Employee,Negative,Recommends,,Not good,1,,,,,2.0,3.0,2.0,3.0,4.0,3.0
Mon Apr 08 2019 09:55:14 GMT-0700 (Pacific Daylight Time),Sales Manager,,Current Employee,Negative,Recommends,,Very stressful environment,1,2,,,,2.0,,,,,
Tue Apr 09 2019 13:26:37 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Former Employee,Negative,Recommends,,Flexible research,1,,,,,3.0,,,,,
Sat Apr 06 2019 13:00:30 GMT-0700 (Pacific Daylight Time),Warehouse Associate,"Oklahoma City, OK",Former Employee,Negative,Recommends,,Lots of Office Politics,5,1,,,,3.0,2.0,4.0,1.0,4.0,1.0
Sun Apr 07 2019 15:31:58 GMT-0700 (Pacific Daylight Time),Project Manager,"Plano, TX",Former Employee,Negative,Recommends,,What is Important is Weird,1,,,,,2.0,3.0,3.0,2.0,3.0,1.0
Fri Mar 22 2019 09:13:29 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Current Employee,Negative,Recommends,,"Good Company, slow pay increases",3,,,,,4.0,,,,,
Tue Apr 02 2019 15:42:31 GMT-0700 (Pacific Daylight Time),Sales Associate,,Current Employee,Negative,Recommends,,Sales Associate,1,1,,,,3.0,1.0,2.0,5.0,5.0,3.0
Wed Mar 20 2019 16:59:23 GMT-0700 (Pacific Daylight Time),Sales,,Current Employee,Positive,Recommends,,Sales at PepsiCo,1,,,,,4.0,2.0,5.0,5.0,5.0,5.0
Tue Mar 19 2019 21:38:36 GMT-0700 (Pacific Daylight Time),Night Loader,"‘Aiea, HI",Current Employee,Positive,Recommends,,Night Loader,1,,,,,5.0,5.0,5.0,5.0,5.0,5.0
Tue Apr 02 2019 20:35:09 GMT-0700 (Pacific Daylight Time),Customer Financial Management Coordinator,"Winston-Salem, NC",Current Employee,Positive,Recommends,,Overwork & not enough pay,3,1,,,,2.0,3.0,2.0,2.0,2.0,2.0
Wed Mar 20 2019 02:32:30 GMT-0700 (Pacific Daylight Time),Warehouse Associate,"Las Vegas, NV",Current Employee,Positive,Recommends,,Great pay to start out! Work is demanding but worth it!,1,,,,,4.0,3.0,3.0,4.0,4.0,3.0
Tue Apr 02 2019 12:40:02 GMT-0700 (Pacific Daylight Time),SAM Manager,"Plano, TX",Current Employee,Positive,Recommends,,Continuous Change - IT,8,1,,,,2.0,2.0,3.0,2.0,4.0,2.0
Mon Mar 18 2019 06:19:37 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Current Employee,Positive,Recommends,,Current employee looking to relocate,,,,,,5.0,,,,,
Mon Apr 22 2019 15:21:46 GMT-0700 (Pacific Daylight Time),Accounting Operation Assistant Analyst,,Former Employee,Positive,Recommends,,Management Style,1,,,,,1.0,5.0,3.0,1.0,3.0,1.0
Sat Mar 30 2019 06:50:44 GMT-0700 (Pacific Daylight Time),Pre,"Milwaukee, WI",Current Employee,Positive,Recommends,,Constant Change Choking Sustainable Success,1,1,,,,3.0,2.0,2.0,2.0,3.0,3.0
Tue Mar 26 2019 20:30:47 GMT-0700 (Pacific Daylight Time),Director,"Purchase, NY",Former Employee,Positive,Recommends,,Re-orgs and presentations are costly.,1,2,,,,3.0,4.0,3.0,3.0,4.0,2.0
Fri Mar 15 2019 16:04:07 GMT-0700 (Pacific Daylight Time),Manufacturing,,Current Employee,Positive,Recommends,,Great place to work,,,,,,4.0,4.0,5.0,4.0,4.0,4.0
Tue Mar 12 2019 10:57:04 GMT-0700 (Pacific Daylight Time),Director,,Former Employee,Neutral,Recommends,,In general a good place to work,5,1,,,,4.0,,,,,
Wed Mar 13 2019 20:20:31 GMT-0700 (Pacific Daylight Time),Cost Accountant,"Chicago, IL",Current Employee,Neutral,Recommends,,Good Place to Start a Career,1,,,,,4.0,4.0,4.0,4.0,3.0,3.0
Wed Mar 13 2019 13:47:45 GMT-0700 (Pacific Daylight Time),Machine Operator,,Current Employee,Neutral,Recommends,,Good company. Great pay.,3,,,,,4.0,4.0,3.0,5.0,5.0,3.0
Mon Apr 15 2019 18:02:11 GMT-0700 (Pacific Daylight Time),Campus Hire,,Former Employee,Neutral,Recommends,,"No work-life balance, zero mentorship, would not recommend.",1,2,,,,1.0,1.0,1.0,4.0,1.0,
Tue Mar 12 2019 12:22:21 GMT-0700 (Pacific Daylight Time),Demand Planner,,Former Employee,Neutral,Recommends,,Demand Planning,,,,,,5.0,5.0,5.0,4.0,5.0,5.0
Mon Mar 11 2019 13:47:48 GMT-0700 (Pacific Daylight Time),Intern Engineer,"Vancouver, WA",Former Employee,Neutral,Recommends,,Great Internship!,1,,,,,5.0,5.0,4.0,5.0,4.0,2.0
Sun Mar 24 2019 21:21:00 GMT-0700 (Pacific Daylight Time),IT Audit,"Plano, TX",Current Employee,Neutral,Recommends,,Corporate Audit is Office Space,1,1,,,,2.0,3.0,2.0,2.0,3.0,1.0
Mon Mar 11 2019 08:10:44 GMT-0700 (Pacific Daylight Time),BI Data Analyst,,Former Employee,Neutral,Recommends,,A good company to work for,3,,,,,4.0,3.0,4.0,4.0,3.0,4.0
Thu Mar 07 2019 07:38:31 GMT-0800 (Pacific Standard Time),Anonymous Employee,,Current Employee,Neutral,Recommends,,Great Company to work for,,1,,,,5.0,,,,,
Fri Mar 08 2019 01:11:14 GMT-0800 (Pacific Standard Time),Foodservice Sales Representative,"Los Angeles, CA",Former Employee,Neutral,Recommends,,Great training. Lots of room for growth!,3,1,,,,4.0,5.0,3.0,5.0,4.0,3.0
Wed Mar 06 2019 15:22:44 GMT-0800 (Pacific Standard Time),Marketing Director,"White Plains, NY",Former Employee,Positive,Recommends,,Average company to work for,1,1,,,,4.0,2.0,3.0,4.0,3.0,2.0
