date,employee_title,location,employee_status,outlook,recommend,approve_ceo,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
Tue Apr 30 2019 06:55:03 GMT-0700 (Pacific Daylight Time),Web Operations Analyst,"Exeter, NH",Current Employee,Positive,Recommends,,"Decent company, but no opportunity for skill development/improvement",8,2,,,,3.0,4.0,4.0,3.0,5.0,4.0
Wed May 01 2019 22:09:57 GMT-0700 (Pacific Daylight Time),Inside Catastrophe Claim Specialist,,Former Employee,Positive,Recommends,,Property Catastrophe Claim Specialist,1,2,,,,2.0,1.0,2.0,2.0,5.0,1.0
Wed Apr 17 2019 13:51:38 GMT-0700 (Pacific Daylight Time),Claims Adjuster,"Duluth, GA",Current Employee,Positive,Recommends,,Supportive,3,,,,,5.0,4.0,5.0,5.0,5.0,5.0
Sun Apr 14 2019 15:33:30 GMT-0700 (Pacific Daylight Time),Law Clerk,"Mount Laurel, NJ",Former Employee,Positive,Recommends,,Positive environment -- would recommend,,,,,,5.0,,,,,
Fri Apr 26 2019 18:08:38 GMT-0700 (Pacific Daylight Time),Insurance Sales Agent,"Plano, TX",Former Employee,Positive,Recommends,,Started out great,1,2,,,,2.0,3.0,4.0,4.0,3.0,2.0
Sun Apr 21 2019 05:51:41 GMT-0700 (Pacific Daylight Time),Information Technology,"Seattle, WA",Former Employee,Positive,Recommends,,"Good pay, poor environment",5,5,,,,2.0,2.0,2.0,2.0,4.0,1.0
Sat Apr 27 2019 07:11:42 GMT-0700 (Pacific Daylight Time),Field Counsel,,Former Employee,Positive,Recommends,,Not the worst,,,,,,3.0,,,,,
Fri Mar 29 2019 18:36:16 GMT-0700 (Pacific Daylight Time),Consultant,"Boston, MA",Former Employee,Positive,Recommends,,Excellent company with a serious diversity issue,3,5,,,,4.0,5.0,4.0,3.0,5.0,5.0
Wed May 15 2019 06:52:53 GMT-0700 (Pacific Daylight Time),Paralegal,"Carmel, IN",Former Employee,Positive,Recommends,,Paralegal,3,4,,,,1.0,4.0,1.0,1.0,4.0,1.0
Thu Apr 11 2019 08:00:37 GMT-0700 (Pacific Daylight Time),Underwriter,,Former Employee,Positive,Recommends,,Sales based,1,,,,,4.0,,,,,
Tue Apr 09 2019 09:36:46 GMT-0700 (Pacific Daylight Time),Insurance Agent,,Current Employee,Positive,Recommends,,Great Company,3,,,,,5.0,5.0,1.0,2.0,5.0,3.0
Mon Apr 22 2019 21:38:22 GMT-0700 (Pacific Daylight Time),Inside Sales Representative,,Current Employee,Positive,Recommends,,Make money at a price!!,1,1,,,,2.0,2.0,1.0,3.0,4.0,1.0
Fri May 10 2019 11:34:41 GMT-0700 (Pacific Daylight Time),Customer Service Associate,"Chandler, AZ",Former Employee,Positive,Recommends,,"High stress, low pay, demanding management in the Chandler, AZ call center, 8 out 10 people are stressed out/hate it!!",1,4,,,,1.0,3.0,2.0,2.0,3.0,2.0
Wed Apr 17 2019 13:49:13 GMT-0700 (Pacific Daylight Time),Senior Recruiter,"Boston, MA",Current Employee,Positive,Recommends,,"Good work/life balance, but poor opportunities to advance",5,2,,,,3.0,3.0,4.0,1.0,3.0,2.0
Tue Apr 16 2019 20:07:29 GMT-0700 (Pacific Daylight Time),Auto Claims Adjuster,"Warrenville, IL",Current Employee,Positive,Recommends,,Feels more like a call center,1,4,,,,2.0,2.0,3.0,3.0,3.0,2.0
Sat Apr 13 2019 08:36:49 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Former Employee,Positive,Recommends,,"Salary is good, management is bad!",3,4,,,,3.0,,,,,
Wed Apr 03 2019 19:15:50 GMT-0700 (Pacific Daylight Time),Liberty Mutual,"Mishawaka, IN",Current Employee,Positive,Recommends,,Good place,3,1,,,,4.0,3.0,4.0,3.0,4.0,4.0
Thu Mar 07 2019 14:07:44 GMT-0800 (Pacific Standard Time),Anonymous Employee,,Current Employee,Positive,Recommends,,Director,,11,,,,4.0,5.0,5.0,4.0,5.0,4.0
Fri Apr 05 2019 11:04:26 GMT-0700 (Pacific Daylight Time),Sales Representative,"Brentwood, TN",Former Employee,Positive,Recommends,,Liberty Mutual Sales,3,,,,,4.0,2.0,4.0,4.0,4.0,4.0
Fri Apr 12 2019 05:13:46 GMT-0700 (Pacific Daylight Time),Assistant Director,"Boston, MA",Former Employee,Positive,Recommends,,Assistant Director,5,4,,,,3.0,4.0,1.0,4.0,4.0,2.0
Thu Apr 04 2019 10:35:27 GMT-0700 (Pacific Daylight Time),Anonymous Employee,"Boston, MA",Former Employee,Positive,Recommends,,Amazing company,,,,,,5.0,5.0,5.0,5.0,5.0,5.0
Sat May 04 2019 14:15:45 GMT-0700 (Pacific Daylight Time),Claims Representative,"Allentown, PA",Current Employee,Positive,Recommends,,"Used to be great...Workload, metrics and loss of peers",1,9,,,,1.0,3.0,1.0,1.0,5.0,1.0
Sat Mar 30 2019 10:03:23 GMT-0700 (Pacific Daylight Time),Human Resources Associate,,Former Employee,Positive,Recommends,,Great entry level role,1,2,,,,4.0,5.0,5.0,4.0,4.0,3.0
Thu May 02 2019 10:09:09 GMT-0700 (Pacific Daylight Time),Product Owner,"Seattle, WA",Current Employee,Positive,Recommends,,Benefits are expensive and health plan is horrible,,11,,,,1.0,4.0,1.0,1.0,2.0,1.0
Tue Apr 02 2019 13:00:42 GMT-0700 (Pacific Daylight Time),Claims Resolution Specialist,"Warrenville, IL",Former Employee,Positive,Recommends,,"Decent benefits, awful management, operations, and mediocre pay",3,12,,,,2.0,1.0,1.0,2.0,3.0,1.0
Wed Mar 27 2019 07:49:12 GMT-0700 (Pacific Daylight Time),Sales Representative,"Charlotte, NC",Former Employee,Positive,Recommends,,Good Company,8,2,,,,5.0,4.0,5.0,5.0,4.0,4.0
Tue Apr 02 2019 08:38:35 GMT-0700 (Pacific Daylight Time),Project Manager,,Current Employee,Positive,Doesn't Recommend,,Excellent company,,,,,,5.0,5.0,5.0,3.0,3.0,3.0
Fri Apr 12 2019 07:09:52 GMT-0700 (Pacific Daylight Time),IT Project Manager,"New York, NY",Former Employee,Positive,Doesn't Recommend,,More focused on the bottom line...,5,2,,,,3.0,,,,,
Fri Mar 29 2019 08:52:14 GMT-0700 (Pacific Daylight Time),Customer Service Representative,"New Castle, PA",Current Employee,Positive,Doesn't Recommend,,Good Place to work,1,1,,,,4.0,5.0,4.0,4.0,4.0,3.0
Fri May 03 2019 19:28:15 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Former Employee,Positive,Doesn't Recommend,,Poor culture,1,3,,,,1.0,,,,,
Wed Mar 27 2019 09:57:16 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Current Employee,Positive,Doesn't Recommend,,Learning and HR Professionals Steer Clear For Now,3,13,,,,2.0,3.0,1.0,2.0,4.0,1.0
Fri Mar 29 2019 10:09:46 GMT-0700 (Pacific Daylight Time),Software Developer,"Dover, NH",Current Employee,Positive,Doesn't Recommend,,Great Benefits,3,,,,,5.0,5.0,4.0,5.0,5.0,5.0
Mon Mar 25 2019 22:36:37 GMT-0700 (Pacific Daylight Time),Sales Representative,"Virginia Beach, VA",Current Employee,Positive,Doesn't Recommend,,Flexible with good management,1,1,,,,5.0,5.0,5.0,5.0,4.0,5.0
Wed May 01 2019 06:19:48 GMT-0700 (Pacific Daylight Time),Associate Service Representative,"Fairfield, OH",Former Employee,Positive,Doesn't Recommend,,Major disability discrimination,1,4,,,,1.0,1.0,1.0,1.0,1.0,1.0
Wed Mar 20 2019 19:35:39 GMT-0700 (Pacific Daylight Time),Claims Adjuster,,Current Employee,Positive,Doesn't Recommend,,Great Company - Middle Management has high turnover,3,3,,,,4.0,2.0,4.0,5.0,4.0,3.0
Thu Mar 28 2019 14:38:40 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Former Employee,Positive,Doesn't Recommend,,Great opportunities for a dedicated individual who truly enjoys sales,,,,,,4.0,,,,,
Wed Mar 27 2019 18:51:59 GMT-0700 (Pacific Daylight Time),Sales Associate,"El Paso, TX",Former Employee,Positive,Recommends,,Great Company,1,,,,,4.0,4.0,4.0,4.0,4.0,4.0
Fri Apr 05 2019 10:57:31 GMT-0700 (Pacific Daylight Time),Software Developer,"Boston, MA",Former Employee,Positive,Recommends,,Lots of change,5,4,,,,2.0,2.0,2.0,2.0,4.0,1.0
Sun Apr 28 2019 09:35:55 GMT-0700 (Pacific Daylight Time),Anonymous Employee,"Boston, MA",Former Employee,Positive,Recommends,,It could be better,3,4,,,,1.0,,,,,
Mon Mar 18 2019 18:29:04 GMT-0700 (Pacific Daylight Time),Corporate Counsel,"Boston, MA",Current Employee,Positive,Recommends,,Overall good,3,3,,,,4.0,3.0,3.0,2.0,3.0,3.0
Thu Apr 04 2019 12:37:53 GMT-0700 (Pacific Daylight Time),Claims Support Specialist,"Saint Louis, MO",Current Employee,Positive,Recommends,,Good company but making bad changes,5,4,,,,2.0,5.0,3.0,3.0,3.0,2.0
Fri Mar 29 2019 01:45:53 GMT-0700 (Pacific Daylight Time),Inside Property Claims Adjuster,"Plano, TX",Current Employee,Positive,Recommends,,I go to bed with my laptop..,1,9,,,,2.0,1.0,1.0,4.0,5.0,1.0
Sun Jan 20 2019 10:41:17 GMT-0800 (Pacific Standard Time),Auto Claims Adjuster,"Chandler, AZ",Former Employee,Positive,Recommends,,Good Company,1,19,,,,5.0,3.0,5.0,2.0,5.0,5.0
Wed Apr 24 2019 10:08:06 GMT-0700 (Pacific Daylight Time),Legal Secretary,"Phoenix, AZ",Current Employee,Positive,Recommends,,Stay Away from the Legal Department,5,5,,,,1.0,1.0,1.0,1.0,2.0,1.0
Thu Mar 28 2019 22:35:25 GMT-0700 (Pacific Daylight Time),Insurance Assistant,"Tigard, OR",Former Employee,Positive,Recommends,,"High volume work, low reward",1,7,,,,2.0,3.0,2.0,2.0,2.0,2.0
Wed Apr 24 2019 18:13:32 GMT-0700 (Pacific Daylight Time),Senior Sales Representative,"Lake Mary, FL",Current Employee,Positive,Recommends,,"Pay, benefits, and work/life decreasing",1,4,,,,1.0,1.0,1.0,1.0,2.0,1.0
Sat Mar 30 2019 02:57:55 GMT-0700 (Pacific Daylight Time),Claims Adjuster,,Former Employee,Negative,Doesn't Recommend,,Run. If you enjoy stress this may be for you,1,5,,,,2.0,1.0,2.0,2.0,2.0,2.0
Mon Apr 01 2019 08:32:35 GMT-0700 (Pacific Daylight Time),Claims Adjuster,"Warrenville, IL",Current Employee,Negative,Doesn't Recommend,,STAY AWAY,1,3,,,,2.0,3.0,2.0,1.0,3.0,1.0
Thu Mar 21 2019 19:57:17 GMT-0700 (Pacific Daylight Time),Claims Resolution Representative,"Lake Mary, FL",Current Employee,Negative,Doesn't Recommend,,Work work work,5,6,,,,3.0,2.0,3.0,3.0,3.0,1.0
Wed Mar 27 2019 19:44:40 GMT-0700 (Pacific Daylight Time),Associate Software Developer,"Seattle, WA",Current Employee,Negative,Doesn't Recommend,,Stagnant,1,3,,,,3.0,5.0,2.0,4.0,4.0,2.0
Wed Mar 06 2019 17:10:15 GMT-0800 (Pacific Standard Time),Inside Sales Representative,"Lake Mary, FL",Current Employee,Negative,Doesn't Recommend,,Dropping like flies,3,19,,,,2.0,1.0,1.0,3.0,3.0,1.0
Wed Mar 06 2019 11:04:24 GMT-0800 (Pacific Standard Time),Anonymous Employee,,Former Employee,Negative,Doesn't Recommend,,From amazing to horrible,1,11,,,,3.0,2.0,1.0,3.0,5.0,2.0
Wed Mar 13 2019 18:15:25 GMT-0700 (Pacific Daylight Time),Paralegal,,Current Employee,Negative,Doesn't Recommend,,Well paying - lots of work,1,,,,,4.0,,,,,
Mon Apr 15 2019 12:02:20 GMT-0700 (Pacific Daylight Time),Insurance Assistant,,Current Employee,Negative,Doesn't Recommend,,Not a good palce to work,5,3,,,,1.0,1.0,3.0,2.0,1.0,1.0
Tue Apr 09 2019 08:54:02 GMT-0700 (Pacific Daylight Time),Claims Representative,"Warrenville, IL",Current Employee,Negative,Doesn't Recommend,,Do not apply,1,10,,,,1.0,1.0,1.0,1.0,1.0,1.0
Sun Mar 10 2019 08:56:06 GMT-0700 (Pacific Daylight Time),Catastrophe Claims Adjuster,"Plano, TX",Current Employee,Negative,Doesn't Recommend,,Best Job I have Ever had,1,,,,,5.0,5.0,5.0,5.0,5.0,5.0
Fri Mar 15 2019 05:54:07 GMT-0700 (Pacific Daylight Time),Anonymous Employee,,Current Employee,Negative,Doesn't Recommend,,Liberty mutual used to have my vote on a great place to work. Not so much anymore,,8,,,,2.0,,,,,
Sat Apr 06 2019 09:48:20 GMT-0700 (Pacific Daylight Time),Claims Customer Care Associate,"Plano, TX",Current Employee,Negative,Doesn't Recommend,,"toxic toilet of deciept and corruption, bad life decision",3,12,,,,1.0,1.0,1.0,1.0,3.0,1.0
Mon Mar 18 2019 13:50:58 GMT-0700 (Pacific Daylight Time),Customer Service Associate,,Former Employee,Negative,Doesn't Recommend,,Micromanaged Call Center,1,4,,,,2.0,2.0,2.0,2.0,,
Sat Mar 02 2019 15:27:56 GMT-0800 (Pacific Standard Time),Territory Manager,"Nashville, TN",Former Employee,Negative,Doesn't Recommend,,Would go back in a heartbeat!,5,1,,,,5.0,5.0,5.0,5.0,5.0,5.0
Mon Mar 18 2019 12:04:40 GMT-0700 (Pacific Daylight Time),Risk Control Consultant,,Current Employee,Negative,Doesn't Recommend,,"Good company to work for, but promotions are slow",5,1,,,,3.0,4.0,4.0,3.0,3.0,3.0
Thu Jan 31 2019 17:54:03 GMT-0800 (Pacific Standard Time),Software Engineer,"Boston, MA",Former Employee,Negative,Doesn't Recommend,,Institutional mediocrity,1,36,,,,2.0,4.0,1.0,2.0,2.0,1.0
Tue Feb 26 2019 22:06:58 GMT-0800 (Pacific Standard Time),Sales Representative,"Austin, TX",Current Employee,Negative,Doesn't Recommend,,Amazing Company,3,2,,,,5.0,5.0,5.0,5.0,4.0,5.0
